905
529	29	34	14	19
530	30	35	15	20
531	31	36	16	21
532	32	37	17	22
533	33	38	18	23
534	34	39	19	24
535	35	40	20	25
536	36	41	21	26
537	37	42	22	27
538	38	43	23	28
539	39	44	24	29
540	40	45	25	30
541	41	46	26	31
542	42	47	27	32
543	43	48	28	33
544	44	49	29	34
545	45	50	30	35
546	21	26	1	6
547	22	27	2	7
548	23	28	3	8
549	24	29	4	9
550	25	30	5	10
551	26	31	6	11
552	27	32	7	12
553	28	33	8	13
554	29	34	9	14
555	30	35	10	15
556	31	36	11	16
557	32	37	12	17
558	33	38	13	18
559	34	39	14	19
560	35	40	15	20
561	36	41	16	21
562	37	42	17	22
563	38	43	18	23
564	39	44	19	24
565	40	45	20	25
566	41	46	21	26
567	42	47	22	27
568	43	48	23	28
569	44	49	24	29
570	45	50	25	30
571	13	19	1	7
572	14	20	2	8
573	15	21	3	9
574	16	22	4	10
575	17	23	5	11
576	18	24	6	12
577	19	25	7	13
578	20	26	8	14
579	21	27	9	15
580	22	28	10	16
581	23	29	11	17
582	24	30	12	18
583	25	31	13	19
584	26	32	14	20
585	27	33	15	21
586	28	34	16	22
587	29	35	17	23
588	30	36	18	24
589	31	37	19	25
590	32	38	20	26
591	33	39	21	27
592	34	40	22	28
593	35	41	23	29
594	36	42	24	30
595	37	43	25	31
596	38	44	26	32
597	39	45	27	33
598	40	46	28	34
599	41	47	29	35
600	42	48	30	36
601	43	49	31	37
602	44	50	32	38
603	19	25	1	7
604	20	26	2	8
605	21	27	3	9
606	22	28	4	10
607	23	29	5	11
608	24	30	6	12
609	25	31	7	13
610	26	32	8	14
611	27	33	9	15
612	28	34	10	16
613	29	35	11	17
614	30	36	12	18
615	31	37	13	19
616	32	38	14	20
617	33	39	15	21
618	34	40	16	22
619	35	41	17	23
620	36	42	18	24
621	37	43	19	25
622	38	44	20	26
623	39	45	21	27
624	40	46	22	28
625	41	47	23	29
626	42	48	24	30
627	43	49	25	31
628	44	50	26	32
629	25	31	1	7
630	26	32	2	8
631	27	33	3	9
632	28	34	4	10
633	29	35	5	11
634	30	36	6	12
635	31	37	7	13
636	32	38	8	14
637	33	39	9	15
638	34	40	10	16
639	35	41	11	17
640	36	42	12	18
641	37	43	13	19
642	38	44	14	20
643	39	45	15	21
644	40	46	16	22
645	41	47	17	23
646	42	48	18	24
647	43	49	19	25
648	44	50	20	26
649	15	22	1	8
650	16	23	2	9
651	17	24	3	10
652	18	25	4	11
653	19	26	5	12
654	20	27	6	13
655	21	28	7	14
656	22	29	8	15
657	23	30	9	16
658	24	31	10	17
659	25	32	11	18
660	26	33	12	19
661	27	34	13	20
662	28	35	14	21
663	29	36	15	22
664	30	37	16	23
665	31	38	17	24
666	32	39	18	25
667	33	40	19	26
668	34	41	20	27
669	35	42	21	28
670	36	43	22	29
671	37	44	23	30
672	38	45	24	31
673	39	46	25	32
674	40	47	26	33
675	41	48	27	34
676	42	49	28	35
677	43	50	29	36
678	22	29	1	8
679	23	30	2	9
680	24	31	3	10
681	25	32	4	11
682	26	33	5	12
683	27	34	6	13
684	28	35	7	14
685	29	36	8	15
686	30	37	9	16
687	31	38	10	17
688	32	39	11	18
689	33	40	12	19
690	34	41	13	20
691	35	42	14	21
692	36	43	15	22
693	37	44	16	23
694	38	45	17	24
695	39	46	18	25
696	40	47	19	26
697	41	48	20	27
698	42	49	21	28
699	43	50	22	29
700	29	36	1	8
701	30	37	2	9
702	31	38	3	10
703	32	39	4	11
704	33	40	5	12
705	34	41	6	13
706	35	42	7	14
707	36	43	8	15
708	37	44	9	16
709	38	45	10	17
710	39	46	11	18
711	40	47	12	19
712	41	48	13	20
713	42	49	14	21
714	43	50	15	22
715	17	25	1	9
716	18	26	2	10
717	19	27	3	11
718	20	28	4	12
719	21	29	5	13
720	22	30	6	14
721	23	31	7	15
722	24	32	8	16
723	25	33	9	17
724	26	34	10	18
725	27	35	11	19
726	28	36	12	20
727	29	37	13	21
728	30	38	14	22
729	31	39	15	23
730	32	40	16	24
731	33	41	17	25
732	34	42	18	26
733	35	43	19	27
734	36	44	20	28
735	37	45	21	29
736	38	46	22	30
737	39	47	23	31
738	40	48	24	32
739	41	49	25	33
740	42	50	26	34
741	25	33	1	9
742	26	34	2	10
743	27	35	3	11
744	28	36	4	12
745	29	37	5	13
746	30	38	6	14
747	31	39	7	15
748	32	40	8	16
749	33	41	9	17
750	34	42	10	18
751	35	43	11	19
752	36	44	12	20
753	37	45	13	21
754	38	46	14	22
755	39	47	15	23
756	40	48	16	24
757	41	49	17	25
758	42	50	18	26
759	33	41	1	9
760	34	42	2	10
761	35	43	3	11
762	36	44	4	12
763	37	45	5	13
764	38	46	6	14
765	39	47	7	15
766	40	48	8	16
767	41	49	9	17
768	42	50	10	18
769	19	28	1	10
770	20	29	2	11
771	21	30	3	12
772	22	31	4	13
773	23	32	5	14
774	24	33	6	15
775	25	34	7	16
776	26	35	8	17
777	27	36	9	18
778	28	37	10	19
779	29	38	11	20
780	30	39	12	21
781	31	40	13	22
782	32	41	14	23
783	33	42	15	24
784	34	43	16	25
785	35	44	17	26
786	36	45	18	27
787	37	46	19	28
788	38	47	20	29
789	39	48	21	30
790	40	49	22	31
791	41	50	23	32
792	28	37	1	10
793	29	38	2	11
794	30	39	3	12
795	31	40	4	13
796	32	41	5	14
797	33	42	6	15
798	34	43	7	16
799	35	44	8	17
800	36	45	9	18
801	37	46	10	19
802	38	47	11	20
803	39	48	12	21
804	40	49	13	22
805	41	50	14	23
806	37	46	1	10
807	38	47	2	11
808	39	48	3	12
809	40	49	4	13
810	41	50	5	14
811	21	31	1	11
812	22	32	2	12
813	23	33	3	13
814	24	34	4	14
815	25	35	5	15
816	26	36	6	16
817	27	37	7	17
818	28	38	8	18
819	29	39	9	19
820	30	40	10	20
821	31	41	11	21
822	32	42	12	22
823	33	43	13	23
824	34	44	14	24
825	35	45	15	25
826	36	46	16	26
827	37	47	17	27
828	38	48	18	28
829	39	49	19	29
830	40	50	20	30
831	31	41	1	11
832	32	42	2	12
833	33	43	3	13
834	34	44	4	14
835	35	45	5	15
836	36	46	6	16
837	37	47	7	17
838	38	48	8	18
839	39	49	9	19
840	40	50	10	20
841	23	34	1	12
842	24	35	2	13
843	25	36	3	14
844	26	37	4	15
845	27	38	5	16
846	28	39	6	17
847	29	40	7	18
848	30	41	8	19
849	31	42	9	20
850	32	43	10	21
851	33	44	11	22
852	34	45	12	23
853	35	46	13	24
854	36	47	14	25
855	37	48	15	26
856	38	49	16	27
857	39	50	17	28
858	34	45	1	12
859	35	46	2	13
860	36	47	3	14
861	37	48	4	15
862	38	49	5	16
863	39	50	6	17
864	25	37	1	13
865	26	38	2	14
866	27	39	3	15
867	28	40	4	16
868	29	41	5	17
869	30	42	6	18
870	31	43	7	19
871	32	44	8	20
872	33	45	9	21
873	34	46	10	22
874	35	47	11	23
875	36	48	12	24
876	37	49	13	25
877	38	50	14	26
878	37	49	1	13
879	38	50	2	14
880	27	40	1	14
881	28	41	2	15
882	29	42	3	16
883	30	43	4	17
884	31	44	5	18
885	32	45	6	19
886	33	46	7	20
887	34	47	8	21
888	35	48	9	22
889	36	49	10	23
890	37	50	11	24
891	29	43	1	15
892	30	44	2	16
893	31	45	3	17
894	32	46	4	18
895	33	47	5	19
896	34	48	6	20
897	35	49	7	21
898	36	50	8	22
899	31	46	1	16
900	32	47	2	17
901	33	48	3	18
902	34	49	4	19
903	35	50	5	20
904	33	49	1	17
905	34	50	2	18
